id,route_id,stop_id,current_stop_in_route
5505,149,2174,2
4501,131,609,14
6111,243,27,13
3973,125,3892,21
7044,253,546,1
2625,105,779,9
5214,144,496,21
715,5,1567,7
816,6,1366,21
7190,255,2116,15
2160,22,3902,20
7284,257,921,7
1800,18,2360,31
7721,602,3891,1
1395,13,1467,1
8905,936,52,8
9003,938,3433,3
5840,241,2274,11
1062,10,1502,22
8660,927,4476,10
9160,958,3977,9
1340,12,3773,7
5063,143,439,9
7274,255,3265,27
1688,17,1633,9
964,8,1453,6
5248,145,557,3
6346,245,3265,29
3083,112,3812,5
5614,152,4562,0
8786,931,2246,14
3071,111,668,30
3116,112,2666,15
8792,933,386,2
5701,206,5190,11
4766,134,5285,11
187,D,626,13
4879,137,2714,8
5832,241,2796,15
6695,248,3518,15
9184,967,4485,0
4490,131,760,3
6902,251,3570,6
4099,127,1877,2
6937,251,2695,1
7087,253,3385,27
959,8,1647,1
2052,21,1501,6
3766,122,669,19
9094,947,4506,10
6257,245,5155,21
273,N,1819,9
1556,15,1619,2
4645,133,3552,7
1427,13,5244,4
6445,246,3514,24
2427,102,242,1
7905,903,950,9
5250,145,5331,5
6395,246,5346,11
7261,255,5112,7
8643,924,3642,32
916,7,1398,3
259,K,1163,16
4557,132,5296,22
4685,133,4137,3
5550,151,642,4
8217,911,4254,27
4337,129,5284,15
3088,112,2264,10
2964,110,4380,21
3169,113,509,19
6919,251,2784,23
4655,133,321,17
8412,920,534,6
8214,911,3641,24
6009,242,822,14
6083,243,205,25
7196,255,637,21
8776,931,4545,17
4192,127,284,14
2,A,667,1
1558,15,3525,4
774,5,1560,2
2356,101,669,4
1275,12,3100,9
2421,102,1981,30
7663,319,1166,38
3835,124,440,8
21,A,2489,7
8889,936,3044,18
1892,19,1437,1
4200,128,1318,3
5454,149,522,6
9012,938,3870,10
6773,249,5345,3
5380,148,5263,8
1962,20,1515,32
9122,948,3984,11
7097,253,2953,37
351,1,1626,1
2033,20,1624,34
9157,958,3961,5
1520,14,3559,12
1582,15,1388,8
5338,146,487,7
6730,249,3876,15
119,D,606,6
3679,122,3209,2
6863,249,646,19
6612,247,2262,10
1979,20,3905,9
2682,106,5196,7
452,3,3522,4
7685,345,1237,0
2186,22,1680,1
7673,319,998,5
4485,131,758,20
1401,13,4743,7
5607,151,1165,24
7839,612,4401,18
108,D,3421,13
8602,924,4588,13
2489,103,95,28
831,6,2294,14
3570,120,4716,1
5871,241,300,42
349,1,1627,20
6500,247,5276,20
7133,253,1045,39
8925,936,3599,32
4434,130,2305,26
7212,255,546,11
7948,904,2506,29
5303,145,560,27
3284,116,780,8
4870,137,791,9
501,3,5286,18
1936,20,1432,6
3365,117,1337,14
5187,144,697,27
3327,117,3056,2
6216,245,15,6
3137,113,2035,8
2570,104,112,17
2829,107,2998,12
31,A,300,17
3023,111,4517,24
3440,118,4562,0
8864,934,2274,25
6834,249,2173,31
2746,106,4714,11
1857,19,5175,15
4416,130,1173,8
3053,111,608,12
4835,136,1174,18
1060,10,1526,20
1970,20,3201,0
2233,23,1550,15
2138,22,1577,23
167,D,327,9
2723,106,2793,14
7208,255,3103,7
8546,923,3467,12
1082,10,3227,4
5455,149,870,7
8601,924,4590,12
8809,933,388,7
5573,151,3421,10
77,A,633,35
5954,241,1161,15
5252,145,551,7
1248,11,1413,8
5546,151,4562,0
8354,914,615,29
1396,13,1374,2
9145,958,3972,3
1229,11,5270,19
2172,22,1618,9
4905,142,650,4
5812,241,5285,15
3397,118,2117,27
2962,110,4375,19
1877,19,5176,9
5266,145,2527,21
5041,143,451,40
6186,244,1313,10
4395,130,4890,2
1304,12,4742,16
2082,21,3525,10
8113,908,5353,1
4918,142,4704,17
4112,127,304,15
1505,14,1447,23
2774,107,402,11
6968,251,486,32
858,7,1647,5
2479,103,3925,18
2917,108,640,16
5963,242,509,1
8108,908,1172,15
3129,113,3512,0
2638,105,1165,9
1179,11,1445,5
5101,143,2950,3
5068,143,3760,14
8073,907,4458,5
6422,246,1815,20
4937,142,4031,36
7476,259,814,18
4394,130,667,1
8480,921,3024,12
8572,924,711,12
153,D,815,7
4942,142,3389,41
693,4,4250,4
5452,149,4716,4
3732,122,201,10
218,K,2791,1
6194,244,670,18
2087,21,1517,15
2976,110,1004,10
6254,245,5167,18
2956,110,4138,13
2777,107,3182,14
3989,126,2783,3
8588,924,4260,28
877,7,1362,24
2854,107,281,37
6618,247,5151,16
6625,247,1165,12
7973,904,708,10
1028,9,2555,1
6513,247,812,33
7300,257,5112,23
6898,251,391,2
6344,245,655,27
4738,134,3020,2
4944,142,3386,1
772,5,2496,0
1123,10,1473,10
30,A,3453,16
291,N,612,9
1172,10,1564,9
1722,17,1438,12
8922,936,4587,29
126,D,549,13
8268,913,335,16
3584,120,4263,15
6418,246,1185,16
574,3,4250,4
2767,107,2945,4
6655,248,817,10
7330,257,654,13
7723,602,4827,3
3136,113,3875,7
3347,117,167,4
4015,126,1141,4
1929,19,4899,16
4791,136,3412,6
5022,143,1719,21
5103,143,579,5
8011,905,5109,6
2880,107,669,34
2780,107,2861,17
7437,259,2949,9
6519,247,1264,1
6630,248,2816,3
1292,12,2356,4
7990,904,3601,27
3834,124,5107,7
8781,931,2252,4
1776,18,1681,7
3877,124,303,16
9045,941,3619,22
8673,927,4470,5
8977,937,792,10
2220,23,5248,2
7764,607,2341,4
412,2,1471,13
71,A,1012,26
379,2,1644,4
1784,18,3100,15
98,D,684,3
1791,18,5171,22
1904,19,1547,6
4081,126,4136,2
4793,136,201,8
7150,253,607,13
1926,19,1548,13
4845,136,1809,28
2243,23,1454,25
8454,921,3195,10
8592,924,3619,3
8838,934,4421,24
3008,111,2173,9
4773,134,864,1
3686,122,658,9
6868,250,493,1
7909,903,4286,13
8442,921,3699,12
6297,245,3762,14
5040,143,2527,39
7419,259,2950,31
1071,10,1431,31
4407,130,4646,14
5340,146,3526,9
4907,142,3266,6
6809,249,480,39
5155,144,2011,1
170,D,2816,12
1551,14,1397,9
4757,134,5267,21
8236,911,2711,19
3979,125,465,27
4926,142,5347,25
5525,150,3196,8
6800,249,4571,30
3522,119,4714,9
7099,253,578,1
2203,23,4684,11
1289,12,2617,1
7047,253,875,4
7309,257,1329,32
995,9,3520,17
5644,152,282,21
6359,246,1012,7
6037,243,200,17
4635,133,2306,28
7176,255,578,1
8670,927,4466,2
2840,107,5290,23
1490,14,1544,8
5933,241,321,3
3888,124,5126,27
7032,251,3421,9
7039,251,644,21
385,2,1470,10
2815,107,3816,52
7830,612,2035,9
5469,149,3442,21
6385,246,3217,1
5425,148,3801,22
7328,257,4604,11
977,8,1343,10
2518,103,229,26
7688,345,576,3
641,4,1602,10
6894,250,668,16
2863,107,1264,46
1495,14,3560,13
4296,128,3209,2
4468,131,1318,3
7849,612,2010,31
131,D,508,18
5199,144,698,6
4275,128,1289,15
3502,119,627,38
7964,904,4769,1
6768,249,4119,53
5035,143,320,34
4608,133,1716,1
2281,100,1249,3
5579,151,2177,16
8399,917,913,9
256,K,964,13
1511,14,3904,3
5257,145,4716,12
583,4,4759,7
4219,128,3547,22
5730,206,5197,15
3847,124,3557,20
6699,248,1158,10
661,4,1447,10
2826,107,4132,9
3018,111,4699,19
3286,116,1892,10
7457,259,3516,29
7649,319,2793,24
3603,120,2948,17
380,2,1674,5
2720,106,4571,20
1200,11,1365,1
796,6,1536,1
3456,118,585,3
5099,143,571,1
8059,907,4711,0
8371,914,4021,27
2645,105,5108,16
8940,936,1702,27
2589,104,664,18
1243,11,2742,11
5085,143,898,31
1223,11,1543,13
4974,142,5112,31
8877,936,3585,6
1639,16,5128,2
4177,127,2173,30
7404,259,1177,16
1739,17,2496,24
2096,21,2361,24
8953,937,142,3
2778,107,1040,15
4242,128,1177,20
5180,144,816,20
5399,148,4696,27
2933,110,1982,7
2686,106,2885,11
312,N,755,16
1834,18,2294,24
3261,115,942,13
7462,259,925,35
1268,12,1619,2
4318,129,3216,8
1165,10,1448,2
3730,122,786,8
5727,206,4784,12
7970,904,3461,7
8714,930,3534,4
1826,18,2958,22
8746,931,2934,5
7752,602,3901,7
6471,246,116,50
3899,124,5285,29
7725,602,4880,5
3208,114,4108,17
3579,120,3226,10
8931,936,4590,3
4694,134,2885,7
6843,249,2329,20
8042,905,2172,12
7311,257,5338,34
1287,12,2361,21
7816,612,2288,26
2198,23,2295,6
4022,126,196,11
5231,144,4890,2
955,8,1868,20
7979,904,4593,16
8071,907,403,3
150,D,643,4
2995,111,5108,6
6506,247,3053,26
7166,253,608,3
8587,924,3618,27
2907,108,4845,6
7943,904,4590,24
4279,128,964,19
5133,143,625,9
2443,102,1318,3
4527,132,642,4
4413,130,2791,5
2426,102,3146,35
783,5,1389,14
1910,19,3772,12
7890,903,3876,13
1808,18,2357,4
5245,145,803,0
551,3,1536,1
1219,11,1417,9
682,4,1667,2
2339,101,798,12
2945,110,2954,2
8989,937,4201,20
5935,241,309,5
587,4,1547,11
6521,247,381,3
6900,251,3487,4
155,D,5113,9
3242,115,581,12
1151,10,1688,5
3704,122,232,8
5929,241,1893,21
6956,251,1312,20
797,6,1448,2
8729,931,755,3
6889,250,1782,11
6544,247,543,26
4652,133,2288,14
8654,927,5276,4
6897,251,392,1
5051,143,4922,50
1560,15,1541,6
8092,907,4707,19
968,8,2822,10
4334,129,666,12
6218,245,116,8
8468,921,1092,0
1433,13,5232,10
2010,20,2493,0
2125,22,2820,10
3295,116,610,3
9001,938,4172,1
663,4,1633,4
1456,13,2217,21
7779,607,5276,13
2003,20,1431,33
375,2,1684,0
49,A,3487,4
1049,10,1610,9
7435,259,939,7
5193,144,4648,33
290,N,2828,8
2039,20,1619,2
5217,144,784,24
8492,921,767,24
3402,118,2949,32
2492,103,3136,31
9135,948,992,9
9173,958,4201,0
1003,9,2543,25
6970,251,3514,34
4794,136,202,9
3199,114,435,8
8129,908,818,17
4844,136,15,27
7407,259,873,19
3988,126,2174,2
3265,115,616,22
3583,120,540,14
556,3,2295,6
3218,115,568,8
4208,128,5158,11
7307,257,650,30
314,N,761,18
4599,132,637,7
473,3,4805,25
5191,144,700,31
3005,111,4737,6
6652,248,636,7
1288,12,2894,0
3952,125,3255,40
722,5,1419,14
6273,245,106,37
5539,150,763,8
7682,319,4706,0
2900,108,3777,8
3703,122,1813,7
6979,251,293,43
5242,144,1041,14
3863,124,5258,2
2112,21,2295,6
4433,130,713,25
7820,612,3518,30
5736,206,3516,21
6240,245,458,4
863,7,1614,10
5316,146,4760,8
1949,20,1387,19
1961,20,1414,31
1341,12,2818,8
2785,107,3758,22
4244,128,1178,22
5983,242,3239,21
2719,106,4696,19
787,5,1624,18
4269,128,612,9
7101,253,565,4
7558,315,555,6
8269,913,2010,17
4911,142,815,10
6318,245,887,13
8477,921,4552,9
2118,22,1530,3
8314,914,3597,21
2397,102,3076,6
2185,22,2496,20
3322,116,668,13
2189,22,1596,4
4162,127,240,23
6573,247,657,14
8260,913,2666,8
8626,924,4527,33
4865,137,2951,4
625,4,4742,19
3894,124,422,33
5332,146,2049,1
2912,108,4890,11
2021,20,1596,4
5020,143,281,19
1897,19,1709,6
1182,11,1630,8
1286,12,2360,20
5772,240,952,5
3491,119,5151,27
2200,23,2818,8
8396,917,3057,10
3896,124,425,35
1786,18,5114,17
3587,120,4268,1
9115,948,3889,4
2828,107,3789,11
41,A,3488,27
370,1,3215,20
2011,20,1536,1
4860,136,2329,0
453,3,1605,5
2130,22,2726,15
1646,16,1487,9
3954,125,1963,2
154,D,965,8
4567,132,3410,32
3069,111,644,28
6707,248,1307,18
7586,315,596,3
7875,714,1165,3
1853,19,1579,11
5919,241,623,15
8862,934,727,23
3492,119,5285,28
2760,106,509,1
8017,905,669,12
7079,253,211,19
7063,253,1250,3
8015,905,3811,10
2433,102,212,7
6855,249,952,11
6532,247,506,14
6963,251,2954,27
7784,607,1142,10
8550,923,4581,16
3738,122,1981,16
936,8,1481,1
8121,908,686,9
6358,246,616,6
2267,23,1417,14
8272,913,2011,1
7198,255,1165,23
605,4,3198,29
3575,120,526,6
4105,127,961,8
9146,958,3963,4
4771,134,5271,34
1515,14,1346,7
5518,150,2695,1
7359,257,1719,40
9013,938,3862,11
2030,20,2031,31
8973,937,2179,6
4598,132,641,28
1658,16,1648,21
5872,241,284,43
1918,19,1578,13
1933,20,1671,3
6149,244,674,4
2548,103,1782,34
3629,121,2781,24
2722,106,849,22
6454,246,293,33
1125,10,2031,12
101,D,627,6
3438,118,662,33
5873,241,5346,2
5877,241,2722,6
4902,142,667,1
1743,17,1767,4
1234,11,2968,24
3246,115,588,16
1382,13,1398,3
8087,907,4502,5
346,1,1643,17
4634,133,1878,27
4286,128,646,18
6429,246,3144,6
1725,17,2741,15
1016,9,2033,13
3474,119,279,10
3611,121,627,6
2108,21,1448,2
4412,130,3877,4
9190,967,4429,6
1164,10,1536,1
3529,119,1329,16
8772,931,3025,13
7753,602,3512,8
4366,129,4044,5
2252,23,1494,34
3493,119,2784,29
9134,948,3433,8
3622,121,3195,17
8307,914,735,14
38,A,3568,24
3767,122,508,26
8273,913,334,2
9180,958,4000,7
6634,248,1177,7
7759,607,5150,5
1155,10,1389,28
7335,257,1004,18
7775,607,1240,9
1775,18,1600,6
975,8,2496,5
4508,131,1984,1
121,D,609,8
4889,138,3889,4
3354,117,148,11
8397,917,1705,11
6775,249,166,5
7860,714,4766,3
9137,948,3888,11
44,A,393,30
9155,958,4180,3
2876,107,205,30
7661,319,1318,36
8912,936,3646,15
6144,243,3102,19
8000,904,3616,10
5260,145,508,15
1150,10,4250,4
1528,14,5172,20
1065,10,1354,25
8172,909,3799,9
7302,257,964,25
2328,101,142,1
229,K,4889,12
7792,612,337,2
1873,19,5189,5
8081,907,4503,9
7829,612,3875,8
109,D,2273,14
2298,100,2919,9
5251,145,553,6
3873,124,294,12
6518,247,3782,38
7466,259,3581,39
9106,947,4433,8
2129,22,1517,14
4659,133,394,21
7887,903,2037,10
2561,104,124,8
2143,22,1559,3
7906,903,353,10
6847,249,3901,3
3476,119,275,12
4622,133,3890,15
4537,132,628,2
8353,914,614,28
602,4,1411,26
39,A,3569,25
1320,12,1902,6
3553,119,812,40
6187,244,4700,11
5878,241,3111,7
3551,119,1041,38
6781,249,2831,11
3821,123,2714,22
6052,243,4133,32
7516,310,5221,2
7555,315,3918,2
4638,133,3134,31
5074,143,3814,20
4005,126,3891,19
4264,128,3415,4
6029,243,2721,9
7548,315,1034,11
3147,113,3073,18
3398,118,595,28
303,N,616,7
901,7,1561,21
2832,107,5261,15
6485,247,166,5
5497,149,623,7
6366,246,644,14
5725,206,5297,10
6522,247,388,4
1872,19,5184,4
8870,934,4549,20
6641,248,3216,14
4191,127,286,13
4437,130,729,1
8404,917,4201,12
1514,14,1531,6
2329,101,910,2
3465,119,3570,1
4362,129,4036,1
8651,927,5279,1
4562,132,271,27
4540,132,4714,5
2663,106,639,5
2565,104,115,12
11,A,2235,10
3459,118,1213,6
6066,243,4132,8
9183,958,4025,10
7420,259,567,32
3918,125,466,6
3191,114,1818,18
3194,114,469,3
2878,107,2784,32
3362,117,4201,16
5897,241,3526,28
1880,19,5172,12
8096,908,638,3
897,7,1459,17
70,A,616,25
3378,118,651,8
714,5,1630,6
1875,19,5180,7
5735,206,849,20
7103,253,5309,6
8431,921,2927,1
8667,927,4484,17
4475,131,604,10
6172,244,3516,27
1902,19,1505,4
7357,257,281,38
4756,134,3557,20
8348,914,707,23
604,4,2968,28
4559,132,1791,24
3174,114,4716,1
4714,134,5268,13
2648,105,3129,19
9102,947,4470,4
599,4,5270,23
6648,248,3123,3
4913,142,5113,12
1498,14,1410,16
6079,243,199,21
8283,913,4280,12
4277,128,2028,17
5298,145,4895,22
1559,15,2820,5
1202,11,1527,3
2766,107,386,3
1881,19,1595,13
3458,118,582,5
1761,18,1682,11
683,4,1601,3
4624,133,322,17
6539,247,509,21
6815,249,2038,45
1919,19,1552,14
5770,240,2816,3
6865,249,3216,21
5268,145,452,23
4856,136,193,6
6229,245,5160,19
3521,119,780,8
4285,128,638,17
5723,206,2875,8
8413,920,537,7
6913,251,1174,17
3946,125,4706,34
1277,12,1581,11
3788,123,993,15
4931,142,179,30
4098,127,3834,1
4012,126,122,1
5111,143,2748,13
6706,248,1174,17
6269,245,3927,33
2710,106,2875,10
8033,905,4652,3
3407,118,571,1
7530,315,625,8
3309,116,667,1
488,3,3006,5
5363,147,50,6
5400,148,4571,28
7771,607,1817,5
8302,914,1188,9
4948,142,166,5
3871,124,2261,10
1329,12,3520,18
5947,241,1142,17
9215,967,4506,13
5057,143,5331,3
5091,143,205,37
5596,151,1030,13
7301,257,814,24
6353,246,2953,1
1937,20,4128,7
97,D,3209,2
4613,133,1071,6
7552,315,580,15
4494,131,3415,7
2031,20,2041,32
8888,936,3653,17
1502,14,1514,20
5433,149,4562,0
3878,124,311,17
8186,909,4494,23
7643,319,3235,18
4131,127,1139,34
3042,111,729,1
5247,145,555,2
515,3,1556,32
2122,22,3858,7
3663,121,623,19
3787,123,801,14
2078,21,1600,6
4441,130,2828,5
7813,612,1215,23
3753,122,685,14
2819,107,92,2
8004,904,3675,38
6563,247,3877,4
4260,128,55,0
3726,122,5274,4
4725,134,1218,24
1390,13,1903,11
4002,126,305,16
8066,907,1963,7
3965,125,316,13
8082,907,4678,10
8719,930,2018,9
6997,251,3558,17
8332,914,4600,7
1530,14,1389,22
1885,19,1427,17
5464,149,5296,16
908,7,3126,28
8656,927,2722,6
7868,714,4906,7
5383,148,3804,11
310,N,3420,14
2431,102,1143,5
5049,143,5332,48
323,N,626,16
3170,113,2010,21
2242,23,2041,24
5279,145,4137,3
6426,246,634,3
3977,125,1249,25
5292,145,3526,16
2607,104,669,15
3964,125,307,12
4364,129,4032,3
7805,612,4404,15
7910,903,4287,14
8161,909,171,19
4648,133,2049,10
8301,914,2594,8
1698,17,1439,19
5261,145,29,16
6335,245,3517,38
1203,11,1624,4
458,3,1636,10
2054,21,1525,8
983,9,1374,5
2148,22,5286,8
4869,137,5317,8
3998,126,5268,12
5062,143,3555,8
3455,118,587,2
2914,108,4604,13
4384,129,5285,23
53,A,3566,8
7952,904,1030,33
2498,103,98,6
6214,245,1137,4
8891,936,54,20
113,D,1946,18
2277,23,1535,24
2559,104,212,6
8242,911,1030,25
8710,930,2881,0
3930,125,4810,18
6666,248,3514,22
943,8,3545,8
4952,142,3802,9
6879,250,829,7
6679,248,3487,35
8814,934,3196,0
9132,948,4012,6
1380,13,2555,1
708,5,1376,0
3991,126,1309,5
4504,131,836,17
8618,924,4517,29
6757,249,182,42
3966,125,2269,14
6818,249,3809,48
9065,941,777,13
1475,13,1666,7
1221,11,3100,11
2672,106,4772,14
2410,102,3762,19
3645,121,609,16
3928,125,3514,16
4221,128,5278,24
5175,144,978,15
3082,112,1876,4
7304,257,655,27
7892,903,451,15
4731,134,434,30
8367,914,3679,25
7265,255,655,11
3457,118,1212,4
6342,245,964,25
7818,612,487,28
479,3,1672,31
7963,904,3142,44
4686,133,4054,4
3947,125,3824,35
7610,319,3053,23
3234,115,4922,4
110,D,713,15
335,1,1680,6
356,1,1437,6
857,7,1363,4
2095,21,2360,23
166,D,864,8
2584,104,5151,13
8961,937,4621,11
3807,123,3932,8
1874,19,5139,6
2135,22,1384,20
7180,255,889,5
6723,249,351,8
429,2,2031,12
8385,917,4169,13
1589,15,1397,15
7889,903,1215,12
8358,914,3616,24
241,K,2527,24
8603,924,4586,14
2086,21,1581,14
4842,136,3416,25
3927,125,3860,15
2850,107,3053,33
7229,255,1330,14
5792,241,1865,9
1015,9,1439,12
4739,134,423,3
6653,248,640,8
1199,11,1897,25
1432,13,5234,9
1716,17,1902,6
4132,127,4794,35
1661,16,1647,1
6880,250,827,8
87,A,1165,7
2980,110,543,19
5335,146,454,4
5403,148,4628,31
7951,904,710,32
465,3,1526,17
2872,107,5297,26
8734,931,3715,8
4617,133,391,10
8813,933,4738,11
4379,129,202,18
1227,11,1631,17
5479,149,5195,10
5385,148,178,13
3817,123,1128,18
4128,127,2479,31
2280,100,2920,2
1313,12,3458,25
3352,117,2849,9
1281,12,1526,15
5106,143,988,8
2204,23,4693,12
5034,143,3890,33
6893,250,1165,15
5050,143,5330,49
5120,143,626,22
7833,612,1113,12
6498,247,5346,18
220,K,1173,3
5864,241,2877,35
4612,133,388,5
6663,248,3517,18
6812,249,3875,42
5895,241,3518,24
7749,602,3385,14
7873,714,652,1
6109,243,857,11
7076,253,1044,16
8759,931,3621,13
3612,121,4715,7
6040,243,918,20
5304,145,558,28
920,7,2496,9
1571,15,1475,17
5506,149,2783,3
8947,936,3644,3
1235,11,3198,25
4184,127,2010,5
7234,255,29,19
3205,114,519,14
672,4,3903,21
1364,12,1459,15
7880,903,4300,3
6507,247,274,27
8665,927,4467,15
883,7,1642,4
1005,9,3584,2
8756,931,3641,10
6661,248,849,16
493,3,1573,10
1630,16,1599,15
1461,13,1454,26
1638,16,1481,1
2235,23,2819,17
4121,127,5158,24
6377,246,1162,5
8997,938,4174,7
810,6,1389,15
6832,249,5285,29
3801,123,1809,2
1773,18,3908,4
3545,119,3757,32
8021,905,4604,16
7715,602,5113,12
5956,241,651,17
8768,931,2245,5
2145,22,1501,5
931,8,1529,8
1446,13,1397,12
5914,241,1140,15
8139,908,3208,3
2784,107,3054,21
1365,12,2217,16
4592,132,239,22
4173,127,3581,34
5299,145,4757,23
6458,246,1174,37
1035,9,1396,2
4843,136,918,26
1693,17,1564,14
8883,936,3037,12
3390,118,605,20
8341,914,4594,16
5306,145,577,30
3080,112,334,2
590,4,1606,14
6038,243,2579,18
178,D,604,20
6936,251,3881,13
7043,253,544,0
7379,257,205,13
8118,908,690,6
5438,149,639,5
8798,933,1715,8
4273,128,614,13
5293,145,4626,17
6650,248,684,5
566,3,2031,29
1683,17,1642,4
8013,905,4737,8
3444,118,1701,28
8037,905,637,7
3883,124,4100,22
4541,132,626,6
6660,248,3385,15
894,7,1564,14
2650,105,3770,2
5145,143,3548,21
5222,144,637,10
337,1,1625,8
3323,116,1248,5
2630,105,613,1
5254,145,4894,9
6727,249,2037,12
7782,607,3111,16
2761,106,3526,2
4138,127,106,41
8563,924,1178,3
8941,936,3706,28
2401,102,1038,10
8190,911,2772,0
1295,12,1525,7
7617,319,812,30
8318,914,4601,25
2971,110,654,5
7999,904,2881,35
2447,102,815,7
4933,142,2832,32
3209,114,2948,18
5764,240,2640,12
6566,247,2019,7
3267,115,613,24
5804,241,918,7
8281,913,4281,10
1573,15,3126,19
6351,245,3102,41
4039,126,391,5
5115,143,3460,17
1568,15,1648,14
219,K,698,2
871,7,3903,18
1901,19,4898,3
4179,127,4562,32
6916,251,1142,20
14,A,3144,13
3665,121,626,21
2257,23,1477,4
4735,134,425,34
6925,251,2274,2
7676,319,668,37
8089,907,4710,7
9057,941,1086,4
129,D,2815,16
4062,126,786,28
4687,134,4562,0
6672,248,3891,28
2244,23,1528,26
4390,129,644,8
558,3,2818,8
5007,143,4737,6
5896,241,509,27
3792,123,979,19
5625,152,2580,2
6787,249,5306,17
65,A,4717,20
7194,255,3534,19
8479,921,2252,11
7915,903,4276,16
6483,247,5345,3
8928,936,4558,0
3701,122,242,5
4466,131,667,1
7363,257,660,1
2890,107,3183,22
5900,241,4741,31
7102,253,562,5
6232,245,4748,22
431,2,1454,14
3616,121,2594,11
6286,245,94,3
6086,243,1981,28
2048,21,2362,2
4342,129,203,20
1930,20,2550,0
6705,248,1240,16
5658,152,3758,10
988,9,1709,10
383,2,4896,8
5044,143,440,43
3666,121,638,22
3507,119,1184,43
7492,259,1027,10
9217,967,4467,15
6013,242,839,18
4150,127,122,11
5212,144,494,19
3114,112,355,13
2643,105,4740,14
8140,908,3432,4
5541,150,755,10
5159,144,3835,5
6251,245,235,15
6908,251,1040,12
1032,9,1624,16
6401,246,1151,17
212,K,638,5
1956,20,3772,26
3559,119,4191,22
5708,206,266,18
7864,714,3266,3
8576,924,4593,16
326,N,685,19
5928,241,3460,20
5732,206,4696,17
4066,126,1044,32
3643,121,606,14
5289,145,481,13
3790,123,2023,17
6505,247,3757,25
5213,144,498,20
1346,12,2294,16
6213,245,1759,3
1094,10,1510,16
33,A,281,19
7269,255,608,3
4482,131,755,17
7256,255,1982,7
1317,12,1629,3
8573,924,3419,13
5126,143,4890,2
4957,142,181,14
4985,142,2869,12
1689,17,1611,10
1669,16,2555,1
7325,257,652,8
5169,144,783,9
6975,251,867,39
1345,12,3772,15
4528,132,639,5
5753,240,821,1
6338,245,486,41
6390,246,3412,6
6765,249,3800,50
8120,908,3440,8
555,3,1611,5
5396,148,5195,24
7532,315,614,10
100,D,639,5
202,D,644,20
5282,145,4122,6
3892,124,434,31
2219,23,5302,1
5184,144,646,24
5655,152,277,7
1650,16,4897,13
8389,917,1132,3
7487,259,579,5
2008,20,1456,38
8127,908,636,15
5170,144,306,10
8457,921,1190,13
8088,907,4480,6
179,D,605,21
2741,106,616,6
3141,113,353,12
6642,248,3124,15
4090,126,667,29
1222,11,3383,12
3427,118,626,22
4331,129,1163,9
3297,116,613,5
3691,122,494,14
5173,144,497,13
6364,246,626,12
4428,130,708,20
5326,146,480,18
1216,11,2034,6
4233,128,5149,11
1908,19,3524,10
3925,125,458,13
5478,149,5191,9
9163,958,3957,13
2736,106,4717,1
502,3,2727,19
3479,119,1149,15
1334,12,1536,1
6284,245,799,1
6139,243,655,22
5638,152,3757,15
2634,105,4714,5
2454,102,2173,30
4967,142,5213,24
6886,250,964,14
8310,914,4587,17
5599,151,602,16
7707,602,650,4
9124,948,3978,13
7870,714,655,2
4512,131,602,13
1976,20,1532,6
8716,930,638,6
6192,244,1165,16
3639,121,2828,10
5952,241,207,8
2797,107,179,34
8344,914,3415,19
4834,136,1240,17
2362,102,125,5
4213,128,204,16
8542,923,1711,9
1259,11,3903,17
2527,103,668,35
240,K,3759,23
1922,19,3523,9
73,A,628,28
2165,22,2497,0
4249,128,2594,27
4753,134,309,17
5458,149,4704,10
6559,247,4648,41
6051,243,4135,31
4580,132,3235,10
763,5,1343,14
5754,240,1313,2
9193,967,4479,9
5429,148,188,26
7863,714,1161,2
9189,967,4470,5
7731,602,3890,7
5129,143,642,5
4266,128,710,6
4287,128,685,19
2091,21,1511,19
6327,245,2905,4
4301,128,4715,7
7019,251,3461,40
1845,19,3904,3
3827,124,2744,0
5481,149,4705,12
2097,21,4065,25
8149,909,177,7
3548,119,276,35
1485,14,1388,3
2626,105,3899,10
3567,119,668,35
3971,125,859,19
1621,16,1601,6
8547,923,3484,13
138,D,385,21
843,6,1500,24
2748,106,638,13
3238,115,3919,8
3430,118,648,25
4809,136,1119,24
6449,246,943,28
6085,243,1042,27
6165,244,822,20
8668,927,4485,0
8406,920,2747,0
1823,18,3099,19
1068,10,4805,28
5627,152,882,4
2737,106,35,2
8394,917,146,8
4795,136,207,10
4517,131,626,18
2364,102,123,7
1354,12,1560,2
5456,149,4570,8
4710,134,1239,9
1374,12,1667,5
652,4,1531,6
7165,253,609,2
7129,253,1043,35
1766,18,2369,16
4403,130,2792,10
3101,112,3512,23
3181,114,999,8
8926,936,4556,33
4822,136,3760,5
7337,257,3385,20
8486,921,1335,18
6682,248,3488,2
3648,121,836,19
2284,100,27,6
2004,20,3007,34
2882,107,670,1
6890,250,641,12
4781,136,2174,2
2705,106,2960,5
3153,113,3074,3
6207,244,4562,11
6075,243,891,17
4343,129,200,21
808,6,2217,13
4116,127,235,19
1228,11,3560,18
2044,20,1618,16
5026,143,3565,25
2260,23,1379,7
6282,245,93,46
3339,117,166,14
4863,137,3056,2
6529,247,1267,11
125,D,1753,12
2452,102,5285,28
4724,134,4121,23
1012,9,2959,9
3926,125,860,14
7496,259,707,14
5833,241,3044,1
632,4,1371,26
3085,112,4400,7
5325,146,486,17
